Time,Membrane Potential,IKr
0.0,-90.04947372465595,-2.1204198059284186e-05
0.20588557213344416,-90.04949382622792,-2.1177034960139364e-05
0.4117711442668883,-90.04951390932911,-2.114990363296611e-05
0.9745405434697331,-90.04956871278223,-2.107589959657704e-05
1.5373099426725778,-90.0496233938698,-2.1002099142739747e-05
2.1000793418754227,-90.04967794262123,-2.0928523869545156e-05
2.6628487410782675,-90.04973235592887,-2.08551805921047e-05
3.8174868936266795,-90.04984356916827,-2.070543413351353e-05
6.037239651820558,-90.05005576969108,-2.0420299140210786e-05
9.716085687677719,-90.05040286012769,-1.9955600750276857e-05
13.394931723534878,-90.05074428560027,-1.9500614225199836e-05
17.073777759392037,-90.05108013266683,-1.9055188685387616e-05
20.0,-90.0513433466013,-1.8707613200453826e-05
20.000034527189758,-90.0485811921259,-1.8355081740695467e-05
20.000069054379516,-90.04581905526466,-1.80025556330708e-05
20.000159296225558,-90.03859988790217,-1.7081202130170946e-05
20.0002495380716,-90.03138082735816,-1.6159883475550617e-05
20.000339779917642,-90.02416188244503,-1.5238600801859501e-05
20.000430021763684,-90.01694305602881,-1.4317354482757902e-05
20.00062649338904,-90.00122687471188,-1.231177310852895e-05
20.00108260390012,-89.96474381068026,-7.656466296075636e-06
20.0015387144112,-89.92826378686603,-3.0020915265788297e-06
20.00199482492228,-89.89178679108795,1.6513517351230541e-06
20.002450935433362,-89.8553128101217,6.303864154917533e-06
20.00306172956935,-89.80647387836967,1.253275550690481e-05
20.003672523705337,-89.75764029855814,1.8759980242708735e-05
20.004283317841324,-89.70881203682009,2.4985540210224774e-05
20.005210026114487,-89.63473896599523,3.4427901121999306e-05
20.00613673438765,-89.56067794415583,4.386644002362093e-05
20.00706344266081,-89.48662885724724,5.3301162725702084e-05
20.008526900680693,-89.3697145449959,6.819272191866588e-05
20.009990358700573,-89.25282927048585,8.30747999587542e-05
20.011453816720454,-89.13597259167123,9.794741817845027e-05
20.012917274740335,-89.01914406883253,0.00011281059734942425
20.01573152299438,-88.79455887063537,0.00014136622400410352
20.018545771248423,-88.5700730904722,0.00016988715743004076
20.021360019502467,-88.34568367357403,0.00019837352777720018
20.02417426775651,-88.12138759753928,0.00022682545734405068
20.026988516010555,-87.8971818730709,0.00025524306044734157
20.0298027642646,-87.67306354473018,0.0002836264432901094
20.032617012518642,-87.4490296916977,0.0003119757038291567
20.035431260772686,-87.22507742855201,0.0003402909316406968
20.03824550902673,-87.00120390605579,0.00036857220778550165
20.041059757280774,-86.77740631193039,0.0003968196046760125
20.043874005534818,-86.5536818716082,0.00042503318594675935
20.04668825378886,-86.33002784895848,0.00045321300632865597
20.049502502042905,-86.10644154698218,0.0004813591115277541
20.053855533604807,-85.7607292518788,0.0005248287053273424
20.05820856516671,-85.41516299258106,0.0005682178107445737
20.06256159672861,-85.06973336241013,0.000611526465561971
20.06691462829051,-84.72443119557208,0.0006547546528421833
20.071267659852413,-84.37924757121236,0.0006979023001510634
20.075620691414315,-84.034173816197,0.000740969278948282
20.079973722976217,-83.68920150739027,0.0007839554040485716
20.086687230502207,-83.15734447158204,0.0008500921102291019
20.093400738028198,-82.62568057558555,0.000916034750434294
20.100114245554188,-82.0941824700571,0.0009817818381845154
20.10682775308018,-81.56282424479193,0.0010473315568186186
20.113377655792082,-81.04452635217271,0.0011110915977631938
20.11354126060617,-81.03158141921575,0.0011126817588824542
20.12025476813216,-80.50043092752543,0.0011778299662775957
20.12696827565815,-79.96935109844657,0.0012427733711712515
20.13368178318414,-79.43832162882117,0.0013075088377592981
20.14039529071013,-78.907323551578,0.001372032904807901
20.147108798236122,-78.37633919971535,0.001436341788768999
20.153822305762112,-77.84535216711164,0.0015004313873670544
20.160535813288103,-77.3143472656536,0.0015642972837154254
20.167249320814093,-76.78331047854792,0.0016279347509729504
20.173962828340084,-76.25222891125888,0.0016913387573615026
20.180676335866075,-75.72109074160826,0.001754503971358093
20.187389843392065,-75.18988516865025,0.0018174247671077163
20.198112204491128,-74.34131557062372,0.001917395883618777
20.20883456559019,-73.49251392750034,0.0020167027708382227
20.219556926689254,-72.64345028472957,0.002115318073460944
20.230279287788317,-71.79409947681694,0.0022132127264466355
20.24100164888738,-70.94444054500894,0.0023103560218146646
20.251724009986443,-70.09445616072672,0.002406715675791815
20.262446371085506,-69.24413205120413,0.002502257896697938
20.27316873218457,-68.39345642115939,0.0025969474542058063
20.283891093283632,-67.54241936757424,0.002690747750175993
20.294613454382695,-66.69101228464118,0.002783620891208739
20.305335815481758,-65.83922725063921,0.0028755277635622014
20.31605817658082,-64.98705638314362,0.0029664281115354685
20.326780537679884,-64.1344911467208,0.003056280620457708
20.337502898778947,-63.28152159538371,0.003145043005372497
20.34822525987801,-62.428135527175925,0.003232672106707939
20.358947620977073,-61.574317520811036,0.0033191239945789845
20.369669982076136,-60.72004781663632,0.003404354083596192
20.3803923431752,-59.86530099642235,0.003488317260119905
20.391114704274262,-59.01004440656296,0.0035709680239729624
20.401837065373325,-58.15423625593773,0.0036522606467691266
20.412559426472388,-57.29782330346617,0.0037321493490917266
20.42328178757145,-56.44073803186751,0.0038105884986218753
20.434004148670514,-55.58289518266038,0.0038875328309363674
20.444726509769577,-54.724187501807386,0.003962937694062097
20.45544887086864,-53.86448051522635,0.004036759316870449
20.466171231967703,-53.00360611902169,0.004108955099814475
20.476893593066766,-52.141354733013145,0.004179483923987203
20.48761595416583,-51.277465712268985,0.004248306472001546
20.498338315264892,-50.411615691321316,0.00431538554753092
20.5,-50.277231584555956,0.004325622742697478
